http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Real_Madrid/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Juventus/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Porto/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Arsenal/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Roma/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Deportivo_La_Coruna/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Bayern_Munchen/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Manchester_United/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Barcelona/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Boavista/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/PSV_Eindhoven/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Liverpool/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Sparta_Prague/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Mallorca/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Panathinaikos/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Anderlecht/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Galatasaray/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Feyenoord/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Olympiakos/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Lille/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Schalke_04/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Fenerbahce/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Bayer_Leverkusen/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Lazio/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Spartak_Moscow/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Olympique_Lyon/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Borussia_Dortmund/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Dynamo_Kiev/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Celtic_FC/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Lokomotiv_Moscow/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Rosenborg_BK/Champions_League_2001-2002/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Manchester_United/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Barcelona/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Ajax/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Juventus/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Bayer_Leverkusen/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/AC_Milan/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Valencia/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Arsenal/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Deportivo_La_Coruna/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Inter_Milan/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Real_Madrid/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Roma/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Bayern_Munchen/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Newcastle_United/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Borussia_Dortmund/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Galatasaray/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Spartak_Moscow/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/FC_Basel/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Lokomotiv_Moscow/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Feyenoord/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/RC_Genk/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Club_Brugge/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/PSV_Eindhoven/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Liverpool/Champions_League_2002-2003/Stats/Most_Capped/
http://www.football-lineups.com/tourn/Champions_League_2002-2003/Stats/Players_Used/,http://www.football-lineups.com/team/Olympique_Lyon/Champions_League_2002-2003/Stats/Most_Capped/
