2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/562/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/561/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/22389/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/1934/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/43270/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/9338/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/26178/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/2860/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/2593/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/798/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/68882/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/9396/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/64862/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/1338/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/2176/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/2591/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/9051/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/3319/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/9559/?t=875
2001-2002,Nantes,http://www.football-lineups.com/tourn/Champions_League_2001-2002/Stats/Players_Used/,http://www.football-lineups.com/team/Nantes/Champions_League_2001-2002/Stats/Most_Capped/,http://www.football-lineups.com/footballer/68884/?t=875
